pri_rank,port_id,port_name,country_name,iso2,iso3,latitude,longitude,pri_score,risk_tier,data_tier,n_dims,dims_used,dim_cv,cv_flag,d1_score,d1_tier,score_1_1,score_1_2,score_1_3,score_1_4,ctrl_depth_final,vessel_class_count,terminal_count,cyclone_passes,pga_g,d2_score,d2_tier,score_2_1,score_2_2,score_2_3,score_2_4,lpi_score,dwell_hours,labour_regime,d3_score,d3_tier,score_3_1,score_3_2,score_3_3,score_3_4,catchment_share_pct,hinterland_count,herfindahl,alt_distance_km,d4_score,d4_tier,score_4_1,score_4_2,score_4_3,score_4_4,wgi_ps,wgi_ge,sanctions_level,dispute_level
1647,6850.0,North Haven,United States,US,USA,44.133333,-68.866667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,16.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1648,6790.0,Brooklin,United States,US,USA,44.266667,-68.583333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,14.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1649,7410.0,Bristol,United States,US,USA,41.666667,-71.266667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,5.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1650,6770.0,Bass Harbor,United States,US,USA,44.233333,-68.35,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,6.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1651,5010.0,Oconto,United States,US,USA,44.894444444,-87.829444444,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,35.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1652,20170.0,Alcan Harbor,United States,US,USA,52.733333,174.066667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.029,12,1,0.8,57.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1653,17840.0,Coupeville,United States,US,USA,48.233333,-122.683333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,13.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1654,4490.0,Calcite,United States,US,USA,45.416667,-83.783333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,39.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1655,7100.0,Gardiner,United States,US,USA,44.233333,-69.766667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,42.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1656,4920.0,Algoma,United States,US,USA,44.6,-87.433333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,15.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1657,7130.0,Cundy Harbor,United States,US,USA,43.783333,-69.9,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,10.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1658,6820.0,Criehaven,United States,US,USA,43.833333,-68.883333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,30.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1659,7470.0,Stonington,United States,US,USA,41.333333,-71.9,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,15.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1660,7315.0,Hyannis Port,United States,US,USA,41.633333,-70.3,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,27.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1661,8140.0,Burlington,United States,US,USA,40.083333,-74.866667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1662,5440.0,Port Wing,United States,US,USA,46.783333,-91.383333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,43.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1663,4350.0,Port Huron,United States,US,USA,43.0,-82.433333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,32.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1664,4500.0,Rogers City,United States,US,USA,45.45,-83.81666699999998,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,43.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1665,7740.0,Troy,United States,US,USA,42.733333,-73.7,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,10.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1666,19730.0,Port Ashton,United States,US,USA,60.066667,-148.05,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1667,16720.0,Bandon,United States,US,USA,43.116667,-124.416667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,43.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1668,20175.0,Skoot Cove,United States,US,USA,52.716667,174.066667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.031,12,1,0.8,57.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1669,19490.0,Todd,United States,US,USA,57.466667,-135.05,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,8.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1670,19320.0,Washington Bay,United States,US,USA,56.733333,-134.35,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,16.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1671,6740.0,Frenchboro,United States,US,USA,44.116667,-68.366667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1672,19650.0,Shepard Point,United States,US,USA,60.633333,-145.666667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.05,12,1,0.8,62.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1673,19240.0,Hydaburg,United States,US,USA,55.2,-132.833333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,27.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1674,7270.0,Scituate,United States,US,USA,42.2,-70.716667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,21.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1675,7480.0,Noank,United States,US,USA,41.316667,-71.983333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1676,17940.0,Roche  Harbor,United States,US,USA,48.616667,-123.166667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,14.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1677,19860.0,Three Saints Bay,United States,US,USA,57.116667,-153.5,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,41.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1678,19840.0,Port Hobron,United States,US,USA,57.166667,-153.166667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.05,12,1,0.8,62.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1679,7600.0,Stamford,United States,US,USA,41.033333,-73.54999999999998,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,28.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1680,8030.0,New Castle,United States,US,USA,39.65,-75.56666699999998,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,7.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1681,6640.0,Jonesport,United States,US,USA,44.533333,-67.616667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,3.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,23.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1682,8000.0,Barnegat,United States,US,USA,39.766667,-74.09999999999998,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.009,12,1,0.8,52.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1683,7490.0,Mystic,United States,US,USA,41.35,-71.966667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1684,19390.0,Port Conclusion,United States,US,USA,56.25,-134.683333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,2.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1685,16270.0,Santa Cruz,United States,US,USA,36.966667,-122.016667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,17.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1686,17650.0,Shelton,United States,US,USA,47.216667,-123.1,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,2.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,23.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1687,6780.0,Ellsworth,United States,US,USA,44.55,-68.416667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,29.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1688,7340.0,Edgartown,United States,US,USA,41.383333,-70.5,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,20.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1689,4960.0,Kaukauna,United States,US,USA,44.283333,-88.266667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.031,12,1,0.8,57.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1690,19270.0,Klawock,United States,US,USA,55.55,-133.1,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,29.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1691,17030.0,Willapa Harbor,United States,US,USA,46.683333,-123.75,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,33.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1692,19639.0,Orca,United States,US,USA,60.583333,-145.716667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.065,12,1,0.8,66.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1693,18070.0,Blaine,United States,US,USA,49.0,-122.75,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,14.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1694,19310.0,Kake,United States,US,USA,56.966667,-133.933333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,44.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1695,7641.0,Patchogue,United States,US,USA,40.75,-73.016667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,48.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1696,3540.0,Port Clinton,United States,US,USA,41.516667,-82.933333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.052,12,1,0.8,62.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1697,19470.0,Tenakee Springs,United States,US,USA,57.783333,-135.2,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,33.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1698,16930.0,St Helens,United States,US,USA,45.866667,-122.8,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,17.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1699,4950.0,Depere,United States,US,USA,44.45,-88.06666699999998,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,6.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,45.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1700,16260.0,Moss,United States,US,USA,36.8,-121.783333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,44.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1701,7200.0,Rockport,United States,US,USA,42.666667,-70.616667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,8.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1702,56240.0,Pukoo,United States,US,USA,21.066667,-156.8,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,8.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1703,17090.0,La Push,United States,US,USA,47.9,-124.633333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.097,12,1,0.8,73.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1704,17000.0,Nahcotta,United States,US,USA,46.5,-124.033333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,36.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1705,17040.0,Westhaven Cove,United States,US,USA,46.916667,-124.116667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,17.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1706,19230.0,Rose Inlet,United States,US,USA,54.95,-132.966667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,7.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,42.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1707,6700.0,Bar Harbor,United States,US,USA,44.383333,-68.2,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,9.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1708,16130.0,Prisoners,United States,US,USA,34.016667,-119.683333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,44.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1709,7280.0,Plymouth,United States,US,USA,41.95,-70.666667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,41.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1710,6760.0,Swans Island,United States,US,USA,44.133333,-68.45,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,1.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1711,4810.0,Wilmette,United States,US,USA,42.083333,-87.683333,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,2.4,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.027,12,1,0.8,56.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1712,20240.0,Egegik,United States,US,USA,58.2,-157.366667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,1.8,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.045,12,1,0.8,61.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
1713,19950.0,Port Vita,United States,US,USA,58.066667,-153.066667,1.3005,Moderate,A,4,D1|D2|D3|D4,0.6542,False,2.213,A,10.0,10.0,0.0,2.4,4.9,0,1,0,0.08,3.453,A,3.5,3.526,8.0,1.44,3.6,67.0,volatile,1.177,A,1.2,2.0,8.0,0.0,12,1,0.8,15.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none
