pri_rank,port_id,port_name,country_name,iso2,iso3,latitude,longitude,pri_score,risk_tier,data_tier,n_dims,dims_used,dim_cv,cv_flag,d1_score,d1_tier,score_1_1,score_1_2,score_1_3,score_1_4,ctrl_depth_final,vessel_class_count,terminal_count,cyclone_passes,pga_g,d2_score,d2_tier,score_2_1,score_2_2,score_2_3,score_2_4,lpi_score,dwell_hours,labour_regime,d3_score,d3_tier,score_3_1,score_3_2,score_3_3,score_3_4,catchment_share_pct,hinterland_count,herfindahl,alt_distance_km,d4_score,d4_tier,score_4_1,score_4_2,score_4_3,score_4_4,wgi_ps,wgi_ge,sanctions_level,dispute_level,catchment_share_source,herfindahl_source,pga_source,cppi_2024_score,cppi_2024_rank,dwell_source_tier
1035,53050.0,Sailolof,Indonesia,ID,IDN,-1.25,130.75,1.4183,Moderate,B,4,D1|D2|D3|D4,0.497,False,2.452,A,7.5,8.571,0.0,5.622,23.2,1,1,0,0.2249,2.623,A,5.0,0.859,5.0,4.2,3.0,25.4,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,28.2,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1036,50730.0,Belawan,Indonesia,ID,IDN,3.783333,98.683333,1.4175,Moderate,B,4,D1|D2|D3|D4,0.4767,False,2.047,A,7.5,4.286,0.0,5.467,9.4,1,4,0,0.2187,2.623,A,5.0,0.859,5.0,4.2,3.0,25.4,uncertain,2.0542,A,5.455,2.0,8.0,0.204,12.0,1,0.8,100.1,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,-4.0,244.0,unctad_2021_country_median
1037,28460.0,Loksa,Estonia,,,59.583392,25.698938,1.4165,Moderate,B,4,D1|D2|D3|D4,0.8198,False,1.299,A,10.0,8.571,0.0,0.332,4.2,0,1,0,0.0133,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,42.3,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1037,34160.0,Fenit,Ireland,,,52.266667,-9.866667,1.4165,Moderate,B,4,D1|D2|D3|D4,0.8198,False,1.299,A,10.0,8.571,0.0,0.332,6.4,0,1,0,0.0133,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,47.4,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1037,34190.0,Castletown Bearhaven,Ireland,,,51.65,-9.916667,1.4165,Moderate,B,4,D1|D2|D3|D4,0.8198,False,1.299,A,10.0,8.571,0.0,0.332,7.9,0,1,0,0.0133,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,32.4,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1040,44460.0,Sinop,Turkey,TR,TUR,42.05,35.166667,1.4156,Moderate,B,4,D1|D2|D3|D4,0.5272,False,2.922,A,10.0,8.571,0.0,8.5,7.9,0,1,0,0.35,1.575,A,4.5,0.199,5.0,3.924,3.2,15.1,uncertain,2.3025,A,5.455,2.0,8.0,0.322,12.0,1,0.8,128.9,0.379,A,6.44,4.44,0.0,0.0,-0.72,0.28,none,none,proxy_harbor_size,proxy_terminal_count,country_average,,,unctad_2021_country_median
1041,43550.0,Mangalia,Romania,RO,ROU,43.816667,28.583333,1.4153,Moderate,B,4,D1|D2|D3|D4,0.5556,False,2.069,A,7.5,8.571,0.0,2.848,23.2,1,1,0,0.1139,3.2142,A,4.25,4.231,2.0,3.924,3.3,78.0,stable,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,39.3,0.351,A,4.0,4.64,0.0,0.0,0.5,0.18,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1042,8790.0,Biloxi,United States,US,USA,30.383333,-88.88333299999998,1.4152,Moderate,B,4,D1|D2|D3|D4,0.5455,False,3.098,A,10.0,8.571,2.5,0.43,1.8,0,1,3,0.0172,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,19.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1043,46640.0,Walvis Bay,Namibia,,,-22.95,14.5,1.415,Moderate,B,4,D1|D2|D3|D4,0.8345,False,0.488,A,0.0,7.143,0.0,0.792,24.0,4,2,0,0.0317,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,4.556,A,10.0,6.0,4.8,1.496,42.0,3,0.48,416.6,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,-91.0,376.0,existing
1044,28498.0,Bekkeri,Estonia,,,59.45454,24.66745,1.4149,Moderate,B,4,D1|D2|D3|D4,0.8208,False,1.293,A,7.5,8.571,0.0,0.435,9.7,1,1,0,0.0174,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,0.7,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1044,28492.0,Lahesuu,Estonia,,,59.457056204,24.703002723,1.4149,Moderate,B,4,D1|D2|D3|D4,0.8208,False,1.293,A,7.5,8.571,0.0,0.435,8.8,1,1,0,0.0174,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,0.3,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1046,8780.0,Pascagoula,United States,US,USA,30.35,-88.56666699999998,1.4147,Moderate,B,4,D1|D2|D3|D4,0.545,False,3.093,A,7.5,7.143,4.167,0.41,11.0,1,2,5,0.0164,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,49.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1047,53370.0,Lucinda,Australia,AU,AUS,-18.516667,146.333333,1.4144,Moderate,B,4,D1|D2|D3|D4,0.5196,False,2.883,A,2.5,8.571,1.667,1.935,14.0,3,1,2,0.0774,2.5035,A,3.25,3.269,2.0,2.4,3.7,63.0,stable,2.0311,A,5.455,2.0,8.0,0.195,12.0,1,0.8,97.7,0.273,A,2.5,1.56,0.0,0.0,1.25,1.72,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1048,51100.0,Tuban,Indonesia,ID,IDN,-6.733333,112.15,1.4143,Moderate,B,4,D1|D2|D3|D4,0.4961,False,2.425,A,10.0,8.571,0.0,4.035,7.9,0,1,0,0.1614,2.623,A,5.0,0.859,5.0,4.2,3.0,25.4,uncertain,1.7188,A,5.455,2.0,8.0,0.09,12.0,1,0.8,72.1,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1049,49690.0,Mergui,Burma,,,12.433333,98.6,1.4141,Moderate,B,4,D1|D2|D3|D4,0.8122,False,0.856,A,7.5,7.143,0.0,0.0,9.4,1,2,0,0.0,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,2.5905,A,5.455,2.0,8.0,0.516,12.0,1,0.8,176.5,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1050,45180.0,Mersa Matruh,Egypt,EG,EGY,31.35,27.233333,1.4127,Moderate,B,4,D1|D2|D3|D4,0.7851,False,0.895,A,7.5,8.571,0.0,0.0,11.0,1,1,0,0.0,4.612,A,5.0,5.0,5.0,3.924,3.0,90.0,uncertain,2.5062,A,5.455,2.0,8.0,0.452,12.0,1,0.8,160.7,0.385,A,6.04,5.36,0.0,0.0,-0.52,-0.18,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1051,28615.0,Lielupe,Latvia,,,57.0,23.433333,1.4119,Moderate,B,4,D1|D2|D3|D4,0.8225,False,1.282,A,7.5,8.571,0.0,0.42,23.2,1,1,0,0.0168,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,40.8,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1052,59780.0,Port Holland,Philippines,PH,PHL,6.55,121.866667,1.4111,Moderate,B,4,D1|D2|D3|D4,0.4875,False,2.53,A,7.5,8.571,0.0,6.375,11.0,1,1,0,0.255,2.425,A,5.0,0.679,5.0,4.2,3.0,22.6,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,21.6,0.376,A,6.64,3.96,0.0,0.0,-0.82,0.52,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1053,8720.0,Carrabelle,United States,US,USA,29.85,-84.666667,1.4109,Moderate,B,4,D1|D2|D3|D4,0.5422,False,3.06,A,10.0,8.571,3.333,0.307,4.9,0,1,4,0.0123,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.052,12.0,1,0.8,62.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1054,48140.0,Jiddah,Saudi Arabia,SA,SAU,21.483333,39.183333,1.4103,Moderate,B,4,D1|D2|D3|D4,0.5696,False,1.475,A,2.5,7.143,0.0,2.65,16.5,3,2,0,0.106,3.1799,A,4.25,4.231,2.0,3.8,3.3,78.0,stable,2.3822,A,5.455,2.0,8.0,0.369,12.0,1,0.8,140.5,0.354,A,4.9,3.96,0.0,0.0,0.05,0.52,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1055,49250.0,Galle Harbor,Sri Lanka,LK,LKA,6.033055556,80.22833333299998,1.4102,Moderate,B,4,D1|D2|D3|D4,0.9447,False,0.848,A,5.0,7.143,0.0,0.145,23.2,2,2,0,0.0058,5.9132,A,5.75,5.769,8.0,4.48,2.7,102.0,volatile,2.0592,A,5.455,2.0,8.0,0.206,12.0,1,0.8,100.5,0.383,A,5.7,5.56,0.0,0.0,-0.35,-0.28,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1056,46549.0,Girassol Terminal,Angola,AO,AGO,-7.65,11.683333,1.4098,Moderate,B,4,D1|D2|D3|D4,0.937,False,1.048,A,5.0,8.571,0.0,0.282,12.5,2,1,0,0.0113,5.7261,A,6.5,6.474,5.0,5.8,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,9.9,0.383,A,5.16,6.04,0.0,0.0,-0.08,-0.52,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1056,51910.0,Sampit,Indonesia,ID,IDN,-2.516667,113.0,1.4098,Moderate,B,4,D1|D2|D3|D4,0.4965,False,1.707,A,10.0,8.571,0.0,0.99,7.9,0,1,0,0.0396,2.623,A,5.0,0.859,5.0,4.2,3.0,25.4,uncertain,2.4108,A,5.455,2.0,8.0,0.387,12.0,1,0.8,144.9,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1058,43655.0,Yuzhnyy,Ukraine,UA,UKR,46.6,31.016667,1.4094,Moderate,B,4,D1|D2|D3|D4,0.8012,False,1.163,A,2.5,7.143,0.0,1.025,14.0,3,2,0,0.041,4.612,A,5.0,5.0,5.0,3.924,3.0,90.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,25.3,0.428,A,9.56,6.1,0.0,0.0,-2.28,-0.55,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1059,9360.0,Tampico,Mexico,MX,MEX,22.216667,-97.866667,1.4091,Moderate,B,4,D1|D2|D3|D4,0.841,False,1.214,A,7.5,4.286,0.0,0.675,11.0,1,4,0,0.027,4.9727,A,4.75,4.744,8.0,3.24,3.1,86.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,29.7,0.38,A,6.44,4.56,0.0,0.0,-0.72,0.22,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1060,16630.0,Bodega Bay,United States,US,USA,38.333333,-123.05,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,1.8,0,1,0,0.6051,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.079,12.0,1,0.8,69.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16385.0,Sausalito,United States,US,USA,37.85,-122.483333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,4.9,0,1,0,0.5425,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,6.9,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16290.0,Princetown,United States,US,USA,37.5,-122.483333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,3.4,0,1,0,0.7375,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,25.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16380.0,Point San Pablo,United States,US,USA,37.966667,-122.433333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.7093,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,8.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16260.0,Moss,United States,US,USA,36.8,-121.783333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.4568,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,44.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16270.0,Santa Cruz,United States,US,USA,36.966667,-122.016667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.5203,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,17.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16110.0,El Segundo,United States,US,USA,33.916667,-118.433333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,4.9,0,1,0,0.469,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,25.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16720.0,Bandon,United States,US,USA,43.116667,-124.416667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,3.4,0,1,0,0.4034,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,43.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19710.0,Crab Bay,United States,US,USA,60.066667,-148.0,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.464,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,4.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19860.0,Three Saints Bay,United States,US,USA,57.116667,-153.5,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,6.4,0,1,0,0.4672,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,41.4,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,20090.0,Sanak,United States,US,USA,54.483333,-162.816667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,4.9,0,1,0,0.417,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.084,12.0,1,0.8,70.7,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19850.0,Mccord,United States,US,USA,57.15,-153.2,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.4728,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.04,12.0,1,0.8,59.8,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16360.0,Berkeley,United States,US,USA,37.866667,-122.3,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,1.8,0,1,0,0.7295,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,8.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19639.0,Orca,United States,US,USA,60.583333,-145.716667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,4.9,0,1,0,0.4409,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.065,12.0,1,0.8,66.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19830.0,Womens Bay,United States,US,USA,57.716667,-152.516667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.4661,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,10.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19950.0,Port Vita,United States,US,USA,58.066667,-153.066667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,4.9,0,1,0,0.4332,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,15.0,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16130.0,Prisoners,United States,US,USA,34.016667,-119.683333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,4.9,0,1,0,0.4505,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,44.5,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19730.0,Port Ashton,United States,US,USA,60.066667,-148.05,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.4615,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,2.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19650.0,Shepard Point,United States,US,USA,60.633333,-145.666667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.4409,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.05,12.0,1,0.8,62.3,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,16730.0,Prosper,United States,US,USA,43.15,-124.366667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,1.8,0,1,0,0.4034,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,47.6,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19840.0,Port Hobron,United States,US,USA,57.166667,-153.166667,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,7.9,0,1,0,0.47,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.05,12.0,1,0.8,62.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1060,19990.0,Port William,United States,US,USA,58.483333,-152.583333,1.4089,Moderate,B,4,D1|D2|D3|D4,0.5408,False,3.043,A,10.0,8.571,0.0,10.0,6.4,0,1,0,0.4097,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.054,12.0,1,0.8,63.2,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1082,50935.0,Tanjung Sekong,Indonesia,ID,IDN,-5.916667,106.0,1.4083,Moderate,B,4,D1|D2|D3|D4,0.4948,False,2.384,A,5.0,8.571,0.0,7.532,12.5,2,1,0,0.3013,2.623,A,5.0,0.859,5.0,4.2,3.0,25.4,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,0.4,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1083,105.0,Grundartangi,Iceland,,,64.266667,-22.0,1.408,Moderate,B,4,D1|D2|D3|D4,0.8247,False,1.268,A,2.5,4.286,0.0,2.41,15.5,3,4,0,0.0964,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,13.4,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1084,53380.0,Townsville,Australia,AU,AUS,-19.266667,146.816667,1.4074,Moderate,B,4,D1|D2|D3|D4,0.5165,False,2.826,A,5.0,7.143,0.833,2.143,12.0,2,2,1,0.0857,2.5035,A,3.25,3.269,2.0,2.4,3.7,63.0,stable,2.0311,A,5.455,2.0,8.0,0.195,12.0,1,0.8,97.7,0.273,A,2.5,1.56,0.0,0.0,1.25,1.72,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1085,60440.0,Wonsan,North Korea,,,39.166667,127.45,1.407,Moderate,B,4,D1|D2|D3|D4,0.8251,False,1.252,A,7.5,7.143,0.0,0.458,11.0,1,2,0,0.0183,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,1.7357,A,5.455,2.0,8.0,0.104,12.0,1,0.8,75.5,0.37,A,5.16,4.96,0.0,0.0,-0.08,0.02,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
1085,16060.0,Newport Beach,United States,US,USA,33.616667,-117.9,1.407,Moderate,B,4,D1|D2|D3|D4,0.5394,False,3.027,A,10.0,8.571,0.0,9.793,7.9,0,1,0,0.3917,2.369,A,3.5,1.154,8.0,1.44,3.6,30.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,31.1,0.318,A,4.38,2.04,0.0,0.0,0.31,1.48,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1087,59800.0,Jolo,Philippines,PH,PHL,6.05,121.0,1.4066,Moderate,B,4,D1|D2|D3|D4,0.4856,False,2.498,A,7.5,8.571,0.0,6.055,23.2,1,1,0,0.2422,2.425,A,5.0,0.679,5.0,4.2,3.0,22.6,uncertain,1.7188,A,5.455,2.0,8.0,0.038,12.0,1,0.8,59.2,0.376,A,6.64,3.96,0.0,0.0,-0.82,0.52,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1088,51800.0,Tanjungredeb,Indonesia,ID,IDN,2.15,117.483333,1.4061,Moderate,B,4,D1|D2|D3|D4,0.4881,False,1.781,A,10.0,7.143,0.0,1.407,6.4,0,2,0,0.0563,2.623,A,5.0,0.859,5.0,4.2,3.0,25.4,uncertain,2.2862,A,5.455,2.0,8.0,0.313,12.0,1,0.8,126.7,0.366,A,5.56,4.24,0.0,0.0,-0.28,0.38,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,unctad_2021_country_median
1088,13820.0,Puerto Ingeniero White,Argentina,AR,ARG,-38.8,-62.266667,1.4061,Moderate,B,4,D1|D2|D3|D4,0.9421,False,1.07,A,5.0,7.143,0.0,0.367,12.5,2,2,0,0.0147,5.7921,A,4.75,4.744,8.0,5.12,3.1,86.0,volatile,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,1.4,0.367,A,4.7,5.16,0.0,0.0,0.15,-0.08,none,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
