pri_rank,port_id,port_name,country_name,iso2,iso3,latitude,longitude,pri_score,risk_tier,data_tier,n_dims,dims_used,dim_cv,cv_flag,d1_score,d1_tier,score_1_1,score_1_2,score_1_3,score_1_4,ctrl_depth_final,vessel_class_count,terminal_count,cyclone_passes,pga_g,d2_score,d2_tier,score_2_1,score_2_2,score_2_3,score_2_4,lpi_score,dwell_hours,labour_regime,d3_score,d3_tier,score_3_1,score_3_2,score_3_3,score_3_4,catchment_share_pct,hinterland_count,herfindahl,alt_distance_km,d4_score,d4_tier,score_4_1,score_4_2,score_4_3,score_4_4,wgi_ps,wgi_ge,sanctions_level,dispute_level,catchment_share_source,herfindahl_source,pga_source,cppi_2024_score,cppi_2024_rank,dwell_source_tier
1,48190.0,Aden,Yemen,YE,YEM,12.783333,44.95,3.5279,Critical,B,4,D1|D2|D3|D4,0.5406,False,1.166,A,2.5,4.286,0.0,1.725,16.0,3,4,0,0.069,6.6511,A,7.0,6.923,5.0,8.5,2.2,120.0,uncertain,3.0278,A,10.0,2.0,5.5,0.764,55.0,1,0.55,237.3,6.597,A,10.7,8.44,3.0,10.0,-2.85,-1.72,sdn_adjacent,active_military,proxy_harbor_size,proxy_terminal_count,gshap_real,-24.0,323.0,existing
2,62670.0,Tiksi,Russia,RU,RUS,71.644444444,128.890555556,3.3555,Critical,B,4,D1|D2|D3|D4,0.4141,False,2.451,A,10.0,7.143,0.0,5.055,6.4,0,2,0,0.2022,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,4.7733,A,5.455,2.0,8.0,5.948,12.0,1,0.8,1507.3,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
3,10420.0,Media Luna,Cuba,CU,CUB,20.15,-77.433333,3.2808,Critical,B,4,D1|D2|D3|D4,0.5633,False,6.642,A,7.5,8.571,5.0,6.057,9.4,1,1,6,0.2423,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,14.3,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
4,10430.0,Ceiba Hueca,Cuba,CU,CUB,20.216667,-77.31666699999998,3.2754,Critical,B,4,D1|D2|D3|D4,0.5616,False,6.598,A,7.5,8.571,5.0,5.897,9.4,1,1,6,0.2359,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,14.3,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
5,10210.0,Banes,Cuba,CU,CUB,20.916666667,-75.716666667,3.2627,Critical,B,4,D1|D2|D3|D4,0.5575,False,6.496,A,10.0,8.571,4.167,4.985,7.0,0,1,5,0.1994,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,9.4,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
6,10460.0,Manzanillo,Cuba,CU,CUB,20.35,-77.116667,3.2295,Critical,B,4,D1|D2|D3|D4,0.5474,False,6.236,A,7.5,8.571,4.167,5.645,9.4,1,1,5,0.2258,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,25.6,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
7,10240.0,Preston,Cuba,CU,CUB,20.766666667,-75.65,3.226,Critical,B,4,D1|D2|D3|D4,0.5464,False,6.209,A,7.5,8.571,4.167,5.547,8.0,1,1,5,0.2219,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,6.4,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
8,10550.0,Nueva Gerona,Cuba,CU,CUB,21.916667,-82.79999999999998,3.2135,Critical,B,4,D1|D2|D3|D4,0.4548,False,4.726,A,10.0,8.571,4.167,1.397,6.4,0,1,5,0.0559,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,2.2234,A,5.455,2.0,8.0,0.28,12.0,1,0.8,118.7,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
9,10190.0,Vita,Cuba,CU,CUB,21.1,-75.966666667,3.1666,Critical,B,4,D1|D2|D3|D4,0.5307,False,5.764,A,7.5,8.571,4.167,4.12,9.0,1,1,5,0.1648,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,38.3,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
10,10370.0,Santiago De Cuba,Cuba,CU,CUB,20.016667,-75.83333299999998,3.1607,Critical,B,4,D1|D2|D3|D4,0.5293,False,5.721,A,7.5,4.286,3.333,10.0,11.0,1,4,4,0.4002,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.095,12.0,1,0.8,73.2,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
11,10500.0,Jucaro,Cuba,CU,CUB,21.616667,-78.84999999999998,3.16,Critical,B,4,D1|D2|D3|D4,0.4515,False,4.427,A,7.5,8.571,2.5,2.39,9.4,1,1,3,0.0956,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,2.2194,A,5.455,2.0,8.0,0.278,12.0,1,0.8,118.0,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
12,10140.0,Caibarien,Cuba,CU,CUB,22.533333333,-79.466666667,3.1284,Critical,B,4,D1|D2|D3|D4,0.466,False,4.545,A,10.0,8.571,2.5,1.992,7.0,0,1,3,0.0797,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,2.0765,A,5.455,2.0,8.0,0.213,12.0,1,0.8,102.1,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
13,62630.0,Nikol Skoye,Russia,RU,RUS,55.2,165.983333,3.1225,Critical,B,4,D1|D2|D3|D4,0.4136,False,2.421,A,5.0,8.571,0.0,8.012,12.5,2,1,0,0.3205,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,3.6239,A,5.455,2.0,8.0,1.976,12.0,1,0.8,534.0,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
14,10250.0,Felton,Cuba,CU,CUB,20.733333,-75.59999999999998,3.1218,Critical,B,4,D1|D2|D3|D4,0.5208,False,5.445,A,5.0,7.143,4.167,5.907,13.0,2,2,5,0.2363,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,5.5,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
15,10160.0,Puerto Padre,Cuba,CU,CUB,21.283333,-76.533333,3.0485,Critical,B,4,D1|D2|D3|D4,0.5088,False,4.951,A,7.5,7.143,3.333,3.365,9.1,1,2,4,0.1346,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,30.8,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
16,10290.0,Baracoa,Cuba,CU,CUB,20.35,-74.5,3.0418,Critical,B,4,D1|D2|D3|D4,0.5079,False,4.908,A,10.0,8.571,1.667,4.062,7.0,0,1,2,0.1625,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.018,12.0,1,0.8,54.5,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
17,10480.0,Santa Cruz del Sur,Cuba,CU,CUB,20.7,-77.983333333,3.0303,Critical,B,4,D1|D2|D3|D4,0.5066,False,4.834,A,10.0,8.571,1.667,3.822,5.0,0,1,2,0.1529,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,38.1,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
18,10130.0,Isabela De Sagua,Cuba,CU,CUB,22.95,-80.0,3.0253,Critical,B,4,D1|D2|D3|D4,0.466,False,4.013,A,10.0,7.143,2.5,1.452,6.9,0,2,3,0.0581,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,2.0567,A,5.455,2.0,8.0,0.205,12.0,1,0.8,100.2,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
19,10505.0,Palo Alto,Cuba,CU,CUB,21.583333333,-78.966666667,3.0243,Critical,B,4,D1|D2|D3|D4,0.5059,False,4.796,A,10.0,8.571,2.5,2.47,6.7,0,1,3,0.0988,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,12.6,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
20,12275.0,Puerto De Hierro,Venezuela,VE,VEN,10.633333,-62.1,3.024,Critical,B,4,D1|D2|D3|D4,0.5519,False,4.748,A,10.0,7.143,0.833,8.543,6.4,0,2,1,0.3417,6.2439,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,23.1,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
21,10260.0,Nicaro,Cuba,CU,CUB,20.716667,-75.54999999999998,2.9808,High,B,4,D1|D2|D3|D4,0.5024,False,4.526,A,2.5,7.143,4.167,5.637,14.0,3,2,5,0.2255,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,5.5,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
22,9769.0,El Bluff,Nicaragua,NI,NIC,12.0,-83.7,2.9628,High,B,4,D1|D2|D3|D4,0.4478,False,4.961,A,10.0,8.571,1.667,4.24,6.4,0,1,2,0.1696,4.6688,A,6.25,6.282,5.0,3.24,2.5,110.0,uncertain,2.8146,A,5.455,2.0,8.0,0.719,12.0,1,0.8,226.2,1.182,A,6.04,4.96,3.0,0.0,-0.52,0.02,sdn_adjacent,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
23,45003.0,Tartus,Syria,SY,SYR,34.9,35.866667,2.9595,High,B,4,D1|D2|D3|D4,0.8005,False,0.859,A,0.0,7.143,0.0,7.627,21.6,4,2,0,0.3051,5.2744,A,7.0,6.987,5.0,4.2,2.2,121.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,32.8,9.851,A,10.56,8.56,10.0,10.0,-2.78,-1.78,comprehensive,active_military,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
24,10470.0,Guayabal,Cuba,CU,CUB,20.7,-77.616667,2.9543,High,B,4,D1|D2|D3|D4,0.5011,False,4.367,A,5.0,7.143,2.5,4.072,12.5,2,2,3,0.1629,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.05,12.0,1,0.8,62.2,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
25,9760.0,Puerto Cabezas,Nicaragua,NI,NIC,14.016667,-83.38333299999998,2.9477,High,B,4,D1|D2|D3|D4,0.4355,False,4.749,A,7.5,8.571,3.333,2.373,10.0,1,1,4,0.0949,4.6688,A,6.25,6.282,5.0,3.24,2.5,110.0,uncertain,2.8807,A,5.455,2.0,8.0,0.789,12.0,1,0.8,243.3,1.182,A,6.04,4.96,3.0,0.0,-0.52,0.02,sdn_adjacent,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
26,10520.0,Tunas De Zaza,Cuba,CU,CUB,21.633333,-79.54999999999998,2.9458,High,B,4,D1|D2|D3|D4,0.5009,False,4.317,A,10.0,8.571,1.667,2.43,7.9,0,1,2,0.0972,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,46.6,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
27,9770.0,Bluefields,Nicaragua,NI,NIC,12.016667,-83.75,2.9331,High,B,4,D1|D2|D3|D4,0.4401,False,4.767,A,10.0,7.143,1.667,4.337,6.4,0,2,2,0.1735,4.6688,A,6.25,6.282,5.0,3.24,2.5,110.0,uncertain,2.8136,A,5.455,2.0,8.0,0.718,12.0,1,0.8,225.9,1.182,A,6.04,4.96,3.0,0.0,-0.52,0.02,sdn_adjacent,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
28,48540.0,Jask,Iran,IR,IRN,25.633333,57.766667,2.9316,High,B,4,D1|D2|D3|D4,0.4606,False,2.759,A,7.5,8.571,0.0,9.02,23.2,1,1,0,0.3608,5.7165,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,2.4029,A,5.455,2.0,8.0,0.382,12.0,1,0.8,143.5,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
29,10090.0,Mariel,Cuba,CU,CUB,22.983333,-82.75,2.9222,High,B,4,D1|D2|D3|D4,0.5006,False,4.18,A,7.5,7.143,5.0,1.14,10.0,1,2,6,0.0456,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,42.6,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,-11.0,281.0,existing
30,10120.0,Cardenas,Cuba,CU,CUB,23.05,-81.2,2.9201,High,B,4,D1|D2|D3|D4,0.5006,False,4.168,A,10.0,7.143,3.333,1.268,5.2,0,2,4,0.0507,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,35.8,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
31,10050.0,Santa Lucia,Cuba,CU,CUB,22.666666667,-83.966666667,2.9194,High,B,4,D1|D2|D3|D4,0.4821,False,3.72,A,10.0,8.571,3.333,0.67,5.0,0,1,4,0.0268,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.924,A,5.455,2.0,8.0,0.157,12.0,1,0.8,88.5,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
32,48399.0,Umm Qasr,Iraq,IQ,IRQ,30.016667,47.95,2.8922,High,B,4,D1|D2|D3|D4,0.4722,False,2.205,A,7.5,7.143,0.0,4.415,11.0,1,2,0,0.1766,4.9236,A,6.25,6.282,5.0,3.8,2.5,110.0,uncertain,4.7669,A,10.0,2.0,5.5,4.694,68.0,1,0.55,1200.0,1.352,A,9.24,7.24,3.0,0.0,-2.12,-1.12,sdn_adjacent,none,proxy_harbor_size,proxy_terminal_count,gshap_real,-3.0,239.0,existing
33,10070.0,Bahia Honda,Cuba,CU,CUB,22.966666667,-83.166666667,2.8882,High,B,4,D1|D2|D3|D4,0.5011,False,3.989,A,7.5,8.571,4.167,0.945,10.0,1,1,5,0.0378,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,42.7,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
34,10280.0,Cayo Moa Grande,Cuba,CU,CUB,20.666667,-74.9,2.876,High,B,4,D1|D2|D3|D4,0.5016,False,3.922,A,2.5,7.143,3.333,3.975,14.0,3,2,4,0.159,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,45.1,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
35,10080.0,Cabanas,Cuba,CU,CUB,23.0,-82.966667,2.866,High,B,4,D1|D2|D3|D4,0.5021,False,3.868,A,10.0,4.286,5.0,1.045,6.4,0,4,6,0.0418,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,20.8,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
36,48520.0,Bandar Abbas,Iran,IR,IRN,27.15,56.2,2.8083,High,B,4,D1|D2|D3|D4,0.6519,False,0.809,A,0.0,4.286,0.0,10.0,20.1,4,4,0,0.4839,5.9525,A,6.0,6.026,5.0,7.0,2.6,106.0,uncertain,6.6269,A,10.0,6.0,4.5,7.143,52.0,3,0.45,1800.0,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
37,62540.0,Okhotsk Iy Reyd,Russia,RU,RUS,59.366667,143.2,2.8019,High,B,4,D1|D2|D3|D4,0.4918,False,1.673,A,10.0,8.571,0.0,0.915,7.0,0,1,0,0.0366,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,3.3999,A,5.455,2.0,8.0,1.531,12.0,1,0.8,425.0,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
38,44080.0,Azov,Russia,RU,RUS,47.1,39.433333,2.7807,High,B,4,D1|D2|D3|D4,0.4886,False,1.807,A,10.0,8.571,0.0,1.245,3.4,0,1,0,0.0498,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,3.0535,A,5.455,2.0,8.0,0.996,12.0,1,0.8,294.1,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
39,45005.0,Baniyas,Syria,SY,SYR,35.188333333,35.943333333,2.7739,High,B,4,D1|D2|D3|D4,0.8208,False,0.663,A,2.5,0.0,0.0,7.74,15.5,3,10,0,0.3096,5.2744,A,7.0,6.987,5.0,4.2,2.2,121.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,32.8,9.851,A,10.56,8.56,10.0,10.0,-2.78,-1.78,comprehensive,active_military,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
40,10530.0,Casilda,Cuba,CU,CUB,21.75,-79.983333,2.7603,High,B,4,D1|D2|D3|D4,0.513,False,3.328,A,5.0,4.286,2.5,2.29,12.0,2,4,3,0.0916,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.063,12.0,1,0.8,65.5,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
41,44060.0,Taganrog,Russia,RU,RUS,47.2,38.95,2.7538,High,B,4,D1|D2|D3|D4,0.4957,False,1.751,A,10.0,8.571,0.0,1.097,3.4,0,1,0,0.0439,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,3.031,A,5.455,2.0,8.0,0.967,12.0,1,0.8,286.8,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
42,60870.0,Vitaz Marine Terminal,Russia,RU,RUS,52.7,143.55,2.7416,High,B,4,D1|D2|D3|D4,0.4914,False,2.52,A,7.5,8.571,0.0,6.275,23.2,1,1,0,0.251,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,2.0691,A,5.455,2.0,8.0,0.21,12.0,1,0.8,101.4,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
43,44090.0,Yeysk,Russia,RU,RUS,46.733333,38.266667,2.7405,High,B,4,D1|D2|D3|D4,0.4949,False,1.87,A,10.0,8.571,0.0,1.427,3.4,0,1,0,0.0571,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,2.7837,A,5.455,2.0,8.0,0.688,12.0,1,0.8,218.5,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
44,44070.0,Rostov-Na-Donu,Russia,RU,RUS,47.166667,39.716667,2.7402,High,B,4,D1|D2|D3|D4,0.5011,False,1.676,A,10.0,7.143,0.0,1.105,3.4,0,2,0,0.0442,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,3.1043,A,5.455,2.0,8.0,1.064,12.0,1,0.8,310.7,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
45,48550.0,Chah Bahar,Iran,IR,IRN,25.266667,60.616667,2.7168,High,B,4,D1|D2|D3|D4,0.5175,False,1.912,A,2.5,8.571,0.0,6.237,16.0,3,1,0,0.2495,5.7165,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,2.5573,A,5.455,2.0,8.0,0.49,12.0,1,0.8,170.0,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
46,60981.0,Shakhtersk,Russia,RU,RUS,49.166667,142.066667,2.7063,High,B,4,D1|D2|D3|D4,0.5063,False,2.88,A,10.0,8.571,0.0,8.023,7.9,0,1,0,0.3209,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,9.6,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
47,10158.0,Manati,Cuba,CU,CUB,21.366667,-76.81666699999998,2.7036,High,B,4,D1|D2|D3|D4,0.5228,False,3.063,A,2.5,7.143,1.667,2.958,15.5,3,2,2,0.1183,5.6729,A,6.5,6.474,5.0,5.64,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,30.8,1.789,A,5.1,6.36,10.0,0.0,-0.05,-0.68,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
48,62680.0,Pevek,Russia,RU,RUS,69.716667,170.3,2.6932,High,B,4,D1|D2|D3|D4,0.5433,False,1.185,A,7.5,8.571,0.0,0.307,11.0,1,1,0,0.0123,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,4.097,A,5.455,2.0,8.0,3.228,12.0,1,0.8,840.9,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
49,61060.0,Moskal Vo,Russia,RU,RUS,53.583333,142.5,2.6757,High,B,4,D1|D2|D3|D4,0.513,False,2.752,A,10.0,8.571,0.0,6.692,7.9,0,1,0,0.2677,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,33.2,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
50,48464.0,Barkan Oil-loading Terminal,Iran,IR,IRN,29.733333,50.166667,2.662,High,B,4,D1|D2|D3|D4,0.5338,False,2.622,A,7.5,8.571,0.0,7.347,23.2,1,1,0,0.2939,5.7165,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.7188,A,5.455,2.0,8.0,0.032,12.0,1,0.8,57.9,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
51,14000.0,Stanley,Falkland Islands (Islas Malvinas),,,-51.7,-57.833333,2.6617,High,B,4,D1|D2|D3|D4,0.4755,False,1.805,A,7.5,4.286,0.0,3.3,8.2,1,4,0,0.132,4.8738,A,5.5,5.513,5.0,4.2,2.8,98.0,uncertain,3.9403,A,5.455,2.0,8.0,2.762,12.0,1,0.8,726.7,1.448,A,5.16,4.96,0.0,6.0,-0.08,0.02,none,active_diplomatic,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
52,44140.0,Temryuk,Russia,RU,RUS,45.35,37.35,2.6505,High,B,4,D1|D2|D3|D4,0.519,False,2.65,A,10.0,8.571,0.0,5.752,3.4,0,1,0,0.2301,5.5769,A,5.25,5.256,5.0,6.6,2.9,94.0,uncertain,1.7188,A,5.455,2.0,8.0,0.008,12.0,1,0.8,52.0,1.943,A,8.64,6.04,10.0,0.0,-1.82,-0.52,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
53,48530.0,Jazireh-Ye Hormoz,Iran,IR,IRN,27.1,56.45,2.6458,High,B,4,D1|D2|D3|D4,0.5379,False,2.559,A,5.0,8.571,0.0,10.0,12.5,2,1,0,0.4732,5.7165,A,6.0,6.026,5.0,6.2,2.6,106.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,25.4,1.949,A,8.04,6.76,10.0,0.0,-1.52,-0.88,comprehensive,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
54,12220.0,Cumana (Puerto Sucre),Venezuela,VE,VEN,10.466667,-64.183333,2.6327,High,B,4,D1|D2|D3|D4,0.6081,False,2.728,A,7.5,8.571,0.0,8.612,23.2,1,1,0,0.3445,6.2439,A,6.5,6.474,5.0,7.52,2.4,113.0,uncertain,1.7188,A,5.455,2.0,8.0,0.0,12.0,1,0.8,49.0,1.641,A,6.9,7.84,6.0,0.0,-0.95,-1.42,sectoral,none,proxy_harbor_size,proxy_terminal_count,gshap_real,,,existing
